更新日時,検査実施人数,陽性患者数,入院,軽症無症状,中等症,重症,入院調整,施設入所,自宅療養,調整,退院,死亡,入院中,軽症中等症,転院,備考
2020/12/15,179644,13035,513,330,148,35,14,275,1137,216,10733,147,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、205,082件。陽性者数については、中国人渡航者2人を除く。また、再感染13人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2020/12/16,181724,13282,505,326,142,37,13,272,1163,248,10931,150,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、207,638件。陽性者数については、中国人渡航者2人を除く。また、再感染14人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2020/12/17,183674,13519,521,336,149,36,11,272,1195,238,11130,152,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、210,076件。陽性者数については、中国人渡航者2人を除く。また、再感染15人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2020/12/18,187329,13737,505,322,149,34,12,256,1232,219,11357,156,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、214,346件。陽性者数については、中国人渡航者2人を除く。また、再感染16人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2020/12/19,189789,13967,519,332,151,36,10,238,1231,230,11581,158,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、217,384件。陽性者数については、中国人渡航者2人を除く。また、再感染16人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2020/12/20,189795,14127,531,351,145,35,8,221,1332,160,11712,163,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、217,060件。陽性者数については、中国人渡航者2人を除く。また、再感染16人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2020/12/21,191320,14219,530,350,145,35,13,222,1300,92,11894,168,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、218,441件。陽性者数については、中国人渡航者2人を除く。また、再感染16人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2020/12/22,195177,14409,518,334,145,39,12,224,1219,190,12072,174,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、222,833件。陽性者数については、中国人渡航者2人を除く。また、再感染16人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2020/12/23,202051,14648,528,339,149,40,13,232,1155,239,12304,177,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、229,056件。陽性者数については、中国人渡航者2人を除く。また、再感染16人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2020/12/24,205803,14918,526,343,144,39,21,209,1198,270,12509,185,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、233,205件。陽性者数については、中国人渡航者2人を除く。また、再感染16人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2020/12/25,209867,15183,545,360,143,42,19,210,1237,265,12719,188,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、237,488件。陽性者数については、中国人渡航者2人を除く。また、再感染16人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2020/12/26,211537,15448,567,382,145,40,19,228,1242,265,12933,194,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、239,201件。陽性者数については、中国人渡航者2人を除く。また、再感染16人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2020/12/27,213895,15664,585,390,154,41,15,231,1304,216,13118,195,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、241,614件。陽性者数については、中国人渡航者2人を除く。また、再感染16人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2020/12/28,215932,15786,603,403,159,41,19,224,1287,122,13329,202,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、243,875件。陽性者数については、中国人渡航者2人を除く。また、再感染16人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2020/12/29,222149,16021,593,391,163,39,22,223,1285,235,13457,206,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、250,190件。陽性者数については、中国人渡航者2人を除く。また、再感染16人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2020/12/30,225251,16315,609,396,173,40,20,235,1352,294,13596,209,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、253,600件。陽性者数については、中国人渡航者2人を除く。また、再感染16人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2020/12/31,226087,16554,620,407,174,39,23,220,1441,239,13797,214,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、254,510件。陽性者数については、中国人渡航者2人を除く。また、再感染16人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/01/01,227469,16747,619,403,177,39,27,220,1496,193,13976,216,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、255,939件。陽性者数については、中国人渡航者2人を除く。また、再感染16人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/01/02,227851,16905,638,410,188,40,24,217,1518,158,14129,221,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、256,401件。陽性者数については、中国人渡航者2人を除く。また、再感染16人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/01/03,229351,17090,645,422,185,38,22,218,1408,185,14385,227,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、257,995件。陽性者数については、中国人渡航者2人を除く。また、再感染16人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/01/04,231862,17242,659,430,190,39,22,221,1415,152,14541,232,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、260,686件。陽性者数については、中国人渡航者2人を除く。また、再感染16人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/01/05,236832,17515,649,421,190,38,27,232,1329,273,14766,239,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、266,053件。陽性者数については、中国人渡航者2人を除く。また、再感染16人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/01/06 20:00,241162,17879,672,421,211,40,19,237,1309,364,15030,248,,,,検査実施人数には県内において疑い例または起者の渡厚接触者として検査を行ったものについて掲載。
2021/01/07,245700,18310,693,437,215,41,18,229,1432,431,15251,256,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、275,733件。陽性者数については、中国人渡航者2人を除く。また、再感染16人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/01/08,250166,18715,673,411,215,47,23,253,1624,405,15474,263,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、280,398件。陽性者数については、中国人渡航者2人を除く。また、再感染16人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/01/09,252307,19077,688,412,227,49,26,260,1841,362,15634,266,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、282,623件。陽性者数については、中国人渡航者2人を除く。また、再感染16人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/01/10,256511,19420,692,415,229,48,23,268,1962,343,15857,275,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、287,010件。陽性者数については、中国人渡航者2人を除く。また、再感染16人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/01/11,258496,19616,696,423,224,49,15,272,2142,198,16014,279,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、289,214件。陽性者数については、中国人渡航者2人を除く。また、再感染18人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/01/12 20:00,261916,19747,702,428,223,51,20,272,2162,132,16171,288,,,,検査実誠人数には県内において既い例または天者の遂厄接触者として検査を行ったものについて掲載。
2021/01/13 20:00,270425,20066,702,430,215,57,25,280,2059,319,16384,297,,,,栓並実施人数には県内において半い例または刻有の追肥接触者として検音を行ったものについて持載
2021/01/14,274141,20377,668,395,216,57,23,257,2189,312,16623,305,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、305,667件。陽性者数については、中国人渡航者2人を除く。また、再感染20人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/01/15,278335,20729,668,402,209,57,20,269,2213,352,16891,316,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、310,126件。陽性者数については、中国人渡航者2人を除く。また、再感染20人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/01/16,280099,21051,683,415,211,57,21,240,2323,323,17144,317,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、311,963件。陽性者数については、中国人渡航者2人を除く。また、再感染21人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/01/17 20:00,281244,21269,710,425,227,58,18,238,2362,218,17400,323,,,,栓並実施人数には県内において半い例または刻有の追肥接触者として検音を行ったものについて持載
2021/01/18,284238,21420,720,431,229,60,22,219,2291,151,17687,330,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、316,540件。陽性者数については、中国人渡航者2人を除く。また、再感染21人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/01/19,289376,21666,697,419,224,54,20,233,2193,246,17940,337,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、322,056件。陽性者数については、中国人渡航者2人を除く。また、再感染21人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/01/20,294197,21911,723,446,225,52,23,267,2132,246,18179,341,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、327,432件。陽性者数については、中国人渡航者2人を除く。また、再感染22人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/01/21,297466,22181,696,419,222,55,23,298,2079,270,18466,349,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、330,913件。陽性者数については、中国人渡航者2人を除く。また、再感染22人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/01/22,301071,22427,715,431,226,58,25,303,2010,246,18774,354,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、334,738件。陽性者数については、中国人渡航者2人を除く。また、再感染22人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/01/23 20:00,304160,22673,694,416,215,63,24,299,1964,246,19088,358,,,,同性者数については、中国人渡航者2人を除く。また、吾感疫22人及び名古屋市名窒分4人については、検査実施人数には県内において疑い例または悪者の温外接触者として検査を行ったものについて掲載。
2021/01/24,305835,22837,709,446,201,62,24,287,1841,164,19448,364,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、339,820件。陽性者数については、中国人渡航者2人を除く。また、再感染22人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/01/25,308718,22926,719,453,201,65,25,259,1714,89,19752,368,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、342,980件。陽性者数については、中国人渡航者2人を除く。また、再感染22人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/01/26,317728,23141,718,441,210,67,24,247,1501,215,20061,375,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、352,159件。陽性者数については、中国人渡航者2人を除く。また、再感染22人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/01/27 20:00,321675,23368,698,429,204,65,20,237,1539,227,20268,379,,,,検査実攻人数には県内においてい例または走者の油接角者として検査を行ったものについて掲載。
2021/01/28,325040,23612,718,433,222,63,18,249,1519,244,20476,388,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、360,102件。陽性者数については、中国人渡航者2人を除く。また、再感染22人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/01/29,328396,23775,706,427,220,59,16,234,1496,164,20765,394,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、363,788件。陽性者数については、中国人渡航者2人を除く。また、再感染23人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/01/30,330889,23901,724,455,211,58,17,224,1400,126,21014,396,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、366,412件。陽性者数については、中国人渡航者2人を除く。また、再感染23人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/01/31 20:00,332387,24022,713,443,214,56,23,216,1342,121,21207,400,,,,検査実放人数には県内においてい例または走者の沖厄接角者として検査を行ったものについて掲載。
2021/02/01,334319,24101,697,433,210,54,21,217,1344,80,21337,405,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、370,103件。陽性者数については、中国人渡航者2人を除く。また、再感染24人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/02/02,340419,24202,699,445,194,60,20,201,1214,101,21557,410,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、376,527件。陽性者数については、中国人渡航者2人を除く。また、再感染24人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/02/03,343178,24316,684,419,203,62,22,199,1121,114,21756,420,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、379,429件。陽性者数については、中国人渡航者2人を除く。また、再感染24人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/02/04,346482,24417,638,384,199,55,19,175,1080,101,21975,429,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、383,023件。陽性者数については、中国人渡航者2人を除く。また、再感染24人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/02/05 20:00,349747,24503,627,383,193,51,19,153,1008,86,22174,436,,,,"国土本""信田麗四基gN届SI。四過。国還IGEDRE本ii本昌囚一6-避全。P(17人)、4U(23人)1(30人)、W(20人)、D(20人)、4M(33人)R(71入)、T(69和)、し(19和人)A(35和人)、B(53人)、Q(32人)、$(30和)、V(30人)H(20入)、」(43和人)、K(32和)、3M(52人)X(15和)、A(26和)、B(11和)0(33入)、P(23和)、Q(23人)、3U(16人)C(27)、E(38和)、F(29和)V(49入)、X(20入)、Y(120入)、3Z(26入)@(14和)、H(33和)、1(11入)A(28和人)、B(18入)、C(16入)、4E(24人))(18和人)、K(30和)、L(14和)F(33人)、G(29人)、4H(22人)、41(26入})M(10入)N(12人人)、4W(11和)"
2021/02/06 20:00,351667,24623,570,335,187,48,15,147,938,120,22390,443,,,,団還計本一コ1信田国四基古EN過札四国加IENIEIDRE本ii本昌囚一6-名計。P(17人)、4U(23人)1(30人)、W(20人)、D(20人)、M(33人)A(35和人)、B(53人)、(21人)R(71和)、し(19人)、Q(32人)H(20入)、」(43和人)、KG12和人)、M(52人)S(30和)、V(30人)、X(15信)0(33入)、P(23和)、Q(23和人)、T(69人)A(26和)、8(13入)、C(27入)U(16入)、V(49入)、X(20和人)、YG20入)E(38人)、F(31入)、Z(26人)、A(28人)、B(8入)、C(G6和人)H(33人)、1(11人)、」(18入)E(24人)、G(29人)、H(22和人)K(34和人)、L(15人)、M(11入)1(26和人)、N(12和)、4W(11和)
2021/02/07,352913,24695,575,327,200,48,13,139,881,72,22565,450,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、389,924件。陽性者数については、中国人渡航者2人を除く。また、再感染24人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/02/08,354957,24738,557,319,190,48,10,137,799,43,22738,454,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、392,202件。陽性者数については、中国人渡航者2人を除く。また、再感染24人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/02/09,360370,24822,537,325,167,45,11,114,753,84,22863,460,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、397,907件。陽性者数については、中国人渡航者2人を除く。また、再感染24人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/02/10 18:00,363873,24936,526,307,177,42,12,124,691,114,23004,465,,,,"国土本""信田麗四基gN届SI。四過。国還IGEDRE本ii本昌囚一6-避全。1(30人)、W(20人)、4D(20人)、4M(33人)P(17人)、U(23人)R(71入)、し(20和人)、①(32和)A(35和人)、B(53人)、$(31人)、V(30和)、X(15和人)H(20入)、」(43和人)、K(32和)、3M(52人)A(26人)、8(18入)、C(28和)0(33入)、P(23和)、Q(23人)、3T(69人)E(43入)、F(34和)、G(16和)U(16入)、V(49入)、X(20入)YG20入)H(33人)、1(11入)、』」(19和)Z(26人)、A(28人)、B(t8入)、4C(36和人)K(49人)、L(15人)、M(13入}E(24人)、G(29人)、H(22和人)N(13和)1(26和人)、N(12和)、4W(11和)"
2021/02/11 18:00,365760,25016,517,303,176,38,9,120,708,80,23112,470,,,,"国土本""信田麗四基gN届SI。四過。国還IGEDRE本ii本昌囚一6-避全。3W(20人)、4D(20人)、4M(33人)P(17人)、4(23人)A(35人)、3B(53人)、3C(62人)、3F(21人)し(20入)、Q(32人)、S(31和人)H(20和人)、3」(41人)、3K(12人人)、3M(52和人)A(26和)、8(28和)、C(28入)0(33和人)、3P(23和人)、30(23和)、3R(71和人)E(44入)、F(34入)、G(16入)T(69和人)、3U(16人人)、3V(49和)、3X(20和人)H(33和人)、1(11入)、」(19入)Y(120人)、3Z(26人)、4A(28人)、4B(18和)K(49入)、L(15人)、M(14入}C(16入)、9E(24人)、4F(33和人)、4G(29入)N(13和)、O(10人)H(22和人)、4[(26人)、4N(12和)、4V(30和人)W(11人)、4X(15入)"
2021/02/12 18:00,368759,25069,519,314,168,37,4,116,664,53,23242,471,,,,1(30人)、3W(20人)、4D(20人)、4M(33人)P(17人)、U(23人)A(35入)、8(53人)、し(20)、Q(32和)、S(33和)H(20人)、」(41人)、K(12人)、3人M(52人)A(26人)、B(42人)、C(28和)0(33人)、P(23人)、Q(23人)、3R(71人)E(44人)、F(34人)、T(69人)、U(16人)、V(49人)、3X(20和人)H(33和人)、1(11人)、J(19和)Y(⑪20人)Z(26入)A(28人)、4B(18入)K(50和人)、M(14入)C(16人)、E(24人)、F(33人)、4G(29和人)N(13和)、O(10和人)H(22人)、1(26和人)、N(12和人)、4V(30和)W(11人)、X(15人)E(21人)、
2021/02/13,370467,25128,506,307,163,36,11,112,571,59,23394,475,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、408,814件。陽性者数については、中国人渡航者2人を除く。また、再感染24人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/02/14,371176,25205,502,310,156,36,9,120,525,77,23494,478,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、409,555件。陽性者数については、中国人渡航者2人を除く。また、再感染24人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/02/15 18:00,373767,25247,493,306,152,35,8,117,513,42,23592,482,,,,団還計本一コ1信田国四基古EN過札四国加IENIEIDRE本ii本昌囚一6-名計。3W(20人)、4D(20人)、4M(33人)P(17人)、4(23人)A(35人)、3B(53人)、3C(62人)、3F(21人)し(20入)、Q(32人)、4S(31和)H(20和人)、3」(41人)、3K(12人人)、3M(52和人)A(26和)、B(45人)、5C(28和人)0(33和人)、3P(23和人)、30(23和)、3R(71和人)E(45和)、F(36人)、5G(16和)T(69和人)、3U(16人人)、3V(49和)、3X(20和人)H(33和人)、J(19入)、5K(55人)Y(120人)、3Z(26人)、4A(28人)、4B(18和)L(15人)、M(14和人)、N(17入)C(16入)、9E(24人)、4F(33和人)、4G(29入)0(10人)H(22和人)、4[(26人)、4N(12和)、4V(30和人)W(11人)、4X(15人)、51(31人)
2021/02/16,378720,25310,461,286,140,35,9,102,485,63,23703,487,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、417,607件。陽性者数については、中国人渡航者2人を除く。また、再感染24人及び名古屋市重複分4人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/02/17 18:00,381287,25391,429,273,122,34,5,101,457,81,23826,492,,,,検査実施人数には県内において疑い例または起者の渡厚接触者として検査を行ったものについて掲載。
2021/02/18 18:00,384155,25442,416,271,112,33,9,94,453,51,23921,498,,,,検査実施人数には県内においてい例または走者の洪夷接触者として検査を行ったものについて掲載。
2021/02/19,386389,25491,390,244,117,29,12,90,416,51,24031,501,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、425,830件。陽性者数については、中国人渡航者2人を除く。また、再感染25人、名古屋市重複分4人及び患者発生取り下げ1人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/02/20,387954,25537,386,248,109,29,9,82,404,46,24108,502,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、427,568件。陽性者数については、中国人渡航者2人を除く。また、再感染25人、名古屋市重複分4人及び患者発生取り下げ1人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/02/21,388942,25569,373,238,106,29,8,74,390,33,24185,506,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、428,606件。陽性者数については、中国人渡航者2人を除く。また、再感染26人、名古屋市重複分4人及び患者発生取り下げ1人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/02/22,390768,25599,368,233,104,31,5,66,358,30,24262,510,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、430,535件。陽性者数については、中国人渡航者2人を除く。また、再感染26人、名古屋市重複分4人及び患者発生取り下げ1人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/02/23 18:00,391586,25650,364,233,100,31,6,67,267,51,24384,511,,,,0[画m。BsTgmY。回]面失!。国図っ]B(45和人)、5C(28人)、5E(65入)F(37人)、56G(16人)、5K(59入)M(14和人)、5N(17和人)、50(10和人)P(19人)、50(26和人)回0[PE内生ロRSほ-記本]BZ日O症KTL自0[台日て5ロコEKggUggK]
2021/02/24,395700,25696,363,230,101,32,3,63,259,46,24448,514,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、435,807件。陽性者数については、中国人渡航者2人を除く。また、再感染26人、名古屋市重複分4人及び患者発生取り下げ1人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/02/25,398072,25737,348,213,104,31,2,60,247,41,24524,515,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、438,550件。陽性者数については、中国人渡航者2人を除く。また、再感染27人、重複分5人及び患者発生届取り下げ2人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/02/26,400330,25777,333,203,97,33,3,52,231,40,24601,517,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、440,956件。陽性者数については、中国人渡航者2人を除く。また、再感染27人、重複分5人及び患者発生届取り下げ2人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/02/27,401612,25830,331,207,93,31,4,62,207,53,24655,518,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、442,315件。陽性者数については、中国人渡航者2人を除く。また、再感染27人、重複分5人及び患者発生届取り下げ2人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/02/28,402533,25861,338,211,96,31,0,62,222,31,24690,518,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、443,301件。陽性者数については、中国人渡航者2人を除く。また、再感染27人、重複分5人及び患者発生届取り下げ2人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/03/01,404992,25892,327,196,100,31,0,60,202,32,24749,522,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、445,925件。陽性者数については、中国人渡航者2人を除く。また、再感染28人、重複分5人及び患者発生届取り下げ2人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/03/02,409230,25925,323,197,93,33,3,60,189,34,24790,526,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、450,309件。陽性者数については、中国人渡航者2人を除く。また、再感染29人、重複分5人及び患者発生届取り下げ2人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/03/03,411118,25980,307,184,91,32,2,61,150,55,24874,531,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、452,333件。陽性者数については、中国人渡航者2人を除く。また、再感染29人、重複分5人及び患者発生届取り下げ2人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/03/04,413057,26048,293,181,83,29,2,58,165,68,24927,535,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、454,387件。陽性者数については、中国人渡航者2人を除く。また、再感染29人、重複分5人及び患者発生届取り下げ2人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/03/05,415575,26098,298,181,88,29,2,67,162,50,24981,538,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、457,054件。陽性者数については、中国人渡航者2人を除く。また、再感染29人、重複分5人及び患者発生届取り下げ2人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/03/06,417061,26133,293,175,89,29,1,70,167,35,25027,540,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、458,639件。陽性者数については、中国人渡航者2人を除く。また、再感染29人、重複分5人及び患者発生届取り下げ2人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
