更新日時,検査実施人数,陽性患者数,入院,軽症無症状,中等症,重症,入院調整,施設入所,自宅療養,調整,退院,死亡,入院中,軽症中等症,転院,備考
2020/08/02 21:00,22910,2137,243,1370,64,5,38,43,998,160,620,35,1439,,0,入院等の内訳：入院243人、入院調整38人、自宅療養998人、調整160人。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。
2020/08/03 21:00,25979,2262,246,1441,70,5,48,44,1097,125,667,35,1516,,0,入院等の内訳：入院246人、入院調整48人、自宅療養1097人、調整125人。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。
2020/08/04 21:00,26790,2382,258,1435,75,7,49,47,1090,120,783,35,1517,,0,入院等の内訳：入院258人、入院調整49人、自宅療養1090人、調整120人。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。
2020/08/05 21:00,27736,2529,237,1428,87,7,63,53,1075,147,917,37,1522,,0,入院等の内訳：入院237人、入院調整63人、自宅療養1075人、調整147人。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。
2020/08/06 21:00,29046,2669,253,1443,95,6,64,48,1087,140,1040,37,1544,,0,入院等の内訳：入院253人、入院調整64人、自宅療養1087人、調整140人。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。
2020/08/07 21:00,29908,2827,254,1481,99,7,79,50,1096,158,1153,37,1587,,0,入院等の内訳：入院254人、入院調整79人、自宅療養1096人、調整158人。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。
2020/08/08 21:00,29908,3004,255,1620,111,8,86,43,1221,177,1185,37,1739,,0,入院等の内訳：入院255人、入院調整86人、自宅療養1221人、調整177人。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。
2020/08/09 21:00,29908,3133,289,1681,119,9,110,46,1282,128,1241,37,1809,,0,入院等の内訳：入院289人、入院調整110人、自宅療養1282人、調整128人。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。
2020/08/10 21:00,29908,3234,300,1666,127,10,92,49,1310,101,1345,37,1803,,0,入院等の内訳：入院300人、入院調整92人、自宅療養1310人、調整101人。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。
2020/08/11 20:00,34011,3301,318,1555,130,14,75,47,1239,67,1518,37,1699,,0,入院等の内訳：入院318人、入院調整75人、自宅療養1239人、調整67人。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。
2020/08/12 20:00,34291,3387,325,1529,58,13,72,54,1117,86,1695,38,,,,入院等の内訳：入院325人、入院調整72人、自宅療養1117人、調整86人。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。
2020/08/13 20:00,35728,3496,323,1520,63,13,57,57,1107,109,1804,39,,,,入院等の内訳：入院323人、入院調整57人、自宅療養1107人、調整109人。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。
2020/08/14 20:00,37041,3584,334,1491,68,13,50,60,1100,88,1913,39,,,,入院等の内訳：入院334人、入院調整50人、自宅療養1100人、調整88人。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。
2020/08/15 20:00,37041,3656,332,1336,76,13,43,63,978,72,2125,43,,,,入院等の内訳：入院332人、入院調整43人、自宅療養978人、調整72人。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。
2020/08/16 20:00,37041,3739,336,1304,75,13,37,55,936,83,2248,44,,,,入院等の内訳：入院336人、入院調整37人、自宅療養936人、調整83人。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。
2020/08/17 20:00,39879,3782,326,1180,80,15,32,48,874,43,2414,45,,,,入院等の内訳：入院326人、入院調整32人、自宅療養874人、調整43人。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。
2020/08/18 20:00,40609,3839,352,1089,87,15,34,45,748,57,2557,46,,,,入院等の内訳：入院352人、入院調整34人、自宅療養748人、調整57人。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。
2020/08/19 20:00,41111,3896,335,1039,79,16,30,53,712,57,2661,48,,,,陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。
2020/08/22,45669,4137,356,914,118,26,23,59,610,69,2966,54,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、57,862件。陽性者数については、中国人渡航者2人を除く。また、再感染7人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
